,bdate,education_form,relation,education_status,langs,occupation_type,career_start,career_end,result
5122,22.6.1988,Full-time,3.0,Alumnus (Specialist),Русский,university,False,False,1
5123,8.12,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
5124,13.2.1988,Full-time,4.0,Student (Bachelor's),Русский;English,work,2000,False,1
5125,17.4.1985,Distance Learning,0.0,Alumnus (Master's),Русский,university,False,False,1
5126,6.9,Full-time,0.0,Alumnus (Master's),False,university,False,False,0
5127,22.8,Distance Learning,0.0,Alumnus (Specialist),Русский;Português;Español;English,university,False,False,0
5128,10.8.1991,Full-time,4.0,Student (Bachelor's),False,university,False,False,0
5129,27.3.1990,Full-time,0.0,Alumnus (Specialist),Русский,,False,False,0
5130,7.1.1991,Full-time,0.0,Alumnus (Specialist),Русский,university,2014,False,0
5131,22.11,Full-time,1.0,Student (Bachelor's),Русский,university,False,False,1
5132,20.11.1991,Full-time,1.0,Student (Specialist),Русский,university,False,False,0
5133,10.11,Full-time,4.0,Alumnus (Specialist),Русский,work,False,False,1
5134,14.6.1989,Distance Learning,0.0,Alumnus (Specialist),Русский,work,2011,False,1
5135,,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
5136,25.7,Full-time,1.0,Student (Master's),Русский,university,False,False,1
5137,29.1.1992,Full-time,4.0,Student (Specialist),Русский,university,False,False,0
5138,,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
5139,12.10.1987,Full-time,0.0,Alumnus (Specialist),Русский,work,2015,False,1
5140,6.10.1982,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
5141,11.3.1990,Full-time,1.0,Alumnus (Bachelor's),Русский,university,False,False,0
5142,12.4.1992,Full-time,0.0,Student (Bachelor's),Русский;English;Српски,work,2016,False,1
5143,16.4.1985,Distance Learning,6.0,Alumnus (Specialist),Русский,work,2006,False,0
5144,7.1,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
5145,20.6,Part-time,0.0,Alumnus (Specialist),Русский;English,university,False,False,1
5146,4.5,Distance Learning,0.0,Student (Specialist),False,university,False,False,1
5147,30.10.1986,Distance Learning,7.0,Alumnus (Bachelor's),Русский,university,False,False,1
5148,31.1.1999,Distance Learning,1.0,Student (Bachelor's),Русский;English;日本語,university,False,False,1
5149,,,0.0,Student (Bachelor's),False,university,False,False,1
5150,6.8.1987,Part-time,1.0,Alumnus (Bachelor's),Русский,work,2006,False,0
5151,27.12.1970,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
5152,22.8,Distance Learning,0.0,Alumnus (Specialist),Русский;Українська,university,2007,False,0
5153,8.6.1990,Full-time,4.0,Alumnus (Specialist),Русский,work,2010,False,1
5154,25.1.1989,Full-time,4.0,Alumnus (Specialist),Русский,work,2013,2008,0
5155,,Full-time,6.0,Alumnus (Specialist),Русский,university,False,False,0
5156,,Distance Learning,0.0,PhD,Русский,university,False,False,0
5157,25.3,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,1
5158,6.6,Full-time,7.0,Alumnus (Specialist),Русский,work,False,False,1
5159,9.1,Full-time,4.0,Alumnus (Specialist),Русский,work,2006,False,0
5160,3.8,Full-time,4.0,Alumnus (Specialist),Русский,work,False,False,1
5161,6.8.1987,Full-time,0.0,Student (Specialist),False,university,False,False,0
5162,2.8,Full-time,0.0,Student (Specialist),Русский;English;Français,work,False,False,1
5163,11.6,Distance Learning,0.0,Alumnus (Specialist),Русский,work,2020,False,1
5164,18.2.1994,Full-time,4.0,Alumnus (Bachelor's),Русский,university,False,False,0
5165,,Distance Learning,0.0,Alumnus (Bachelor's),Русский,work,False,False,0
5166,8.11,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
5167,21.6.1988,Full-time,4.0,Student (Specialist),Русский,,False,False,1
5168,21.3,Full-time,0.0,Student (Specialist),Русский;English;Français,university,False,False,1
5169,24.5,Distance Learning,4.0,Student (Bachelor's),Русский,work,2011,False,0
5170,24.11.1988,Full-time,7.0,Alumnus (Bachelor's),Русский;English,work,2011,2021,1
5171,24.5,Distance Learning,4.0,PhD,Русский,work,2018,False,1
5172,10.11.1990,Full-time,7.0,Alumnus (Specialist),Русский;English;Español,university,2013,2017,1
5173,13.3,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
5174,30.10,Full-time,1.0,Alumnus (Bachelor's),Русский;English;Deutsch,university,False,False,1
5175,,Full-time,1.0,Student (Specialist),Русский,university,False,False,1
5176,23.8.1995,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,0
5177,24.3.1995,,1.0,Alumnus (Specialist),Русский;English,university,False,False,0
5178,31.12.1987,Full-time,7.0,Alumnus (Specialist),Русский;English,work,False,False,0
5179,3.2.1982,Full-time,1.0,Alumnus (Master's),False,university,False,False,1
5180,17.1,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
5181,1.10,Full-time,7.0,Student (Specialist),Русский;English,work,False,False,1
5182,30.7,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
5183,12.7.1990,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
5184,27.7,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
5185,2.7.1988,Full-time,4.0,Student (Bachelor's),False,university,False,False,1
5186,11.12.1984,Full-time,4.0,Alumnus (Specialist),False,work,False,False,1
5187,17.3.1992,Full-time,4.0,Student (Specialist),Русский,work,False,False,1
5188,14.2.1987,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
5189,23.8,,0.0,Alumnus (Bachelor's),False,university,False,False,1
5190,25.11.1982,Full-time,4.0,Alumnus (Master's),False,university,False,False,0
5191,,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
5192,30.5.2000,Full-time,1.0,Student (Bachelor's),Русский,university,False,False,0
5193,31.5.1998,Full-time,0.0,Student (Bachelor's),Русский;English;Español,university,False,False,0
5194,4.8,,0.0,Alumnus (Specialist),Русский,university,False,False,0
5195,19.2.1994,,0.0,Alumnus (Specialist),Русский,work,2014,False,0
5196,,,0.0,Alumnus (Specialist),Русский;English,work,2012,False,1
5197,7.4.1989,Full-time,0.0,Student (Specialist),Русский,work,2010,False,0
5198,6.4.1990,Distance Learning,0.0,Student (Specialist),False,work,2010,False,0
5199,13.3.1988,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
5200,24.10.1992,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
5201,6.3,Full-time,0.0,Student (Specialist),Русский,work,2009,False,0
5202,7.8,Full-time,0.0,Alumnus (Bachelor's),Русский;Español;Deutsch,university,False,False,1
5203,9.8.1990,Full-time,4.0,Student (Bachelor's),False,university,False,False,1
5204,1.6,Full-time,4.0,Alumnus (Specialist),False,work,2001,False,1
5205,,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
5206,2.12,Distance Learning,1.0,Alumnus (Specialist),Русский;Українська,university,False,False,0
5207,20.10.1985,Full-time,4.0,Alumnus (Specialist),Українська,university,2005,2007,0
5208,16.9.1972,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
5209,16.3.1985,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
5210,15.4.1989,Part-time,6.0,Student (Bachelor's),Русский,work,2012,False,0
5211,12.8,Distance Learning,1.0,Student (Specialist),Русский,university,False,False,0
5212,1.5,Full-time,0.0,Student (Specialist),Русский;English;Deutsch,work,2009,False,0
5213,3.6.1997,Full-time,4.0,Student (Bachelor's),False,university,2014,2014,1
5214,10.3.1989,Full-time,0.0,Alumnus (Specialist),Русский,work,2011,False,1
5215,11.3,Full-time,0.0,Student (Bachelor's),Русский;English;Հայերեն,university,1999,2018,1
5216,16.1,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,1
5217,21.8.1987,Full-time,4.0,Alumnus (Specialist),Русский;Lingua Latina;Deutsch,work,2010,False,1
5218,31.8.1987,Distance Learning,1.0,Alumnus (Specialist),Русский,university,False,False,1
5219,,Distance Learning,0.0,Alumnus (Specialist),False,university,False,False,0
5220,3.5,Full-time,0.0,Alumnus (Specialist),Русский,work,2021,False,1
5221,28.4.1990,Distance Learning,1.0,Alumnus (Specialist),Русский,university,False,False,1
5222,1.11.1989,Full-time,4.0,Alumnus (Bachelor's),Русский,university,False,False,1
5223,,Full-time,0.0,Student (Bachelor's),Русский;Українська;Polski;English;Italiano,university,False,False,1
5224,,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
5225,31.1,Distance Learning,4.0,Alumnus (Specialist),Русский,work,2010,False,1
5226,13.6.1983,Full-time,4.0,Alumnus (Specialist),Русский,work,False,False,1
5227,13.9.1994,Full-time,4.0,PhD,False,,False,False,0
5228,1.1.1961,Full-time,0.0,Student (Specialist),Русский,work,2004,False,0
5229,11.11.1991,Full-time,0.0,Alumnus (Specialist),False,university,2017,False,1
5230,,Full-time,0.0,Alumnus (Specialist),Русский,work,2010,False,1
5231,26.2.1988,Full-time,0.0,Student (Specialist),Русский;English;Deutsch;汉语,work,2007,False,1
5232,26.11.1987,Full-time,0.0,Alumnus (Bachelor's),False,university,False,False,1
5233,19.7,Full-time,0.0,Student (Master's),Русский;English;Italiano,university,False,False,1
5234,,Full-time,7.0,Alumnus (Bachelor's),Русский,university,False,False,0
5235,24.4.1993,Full-time,4.0,Student (Bachelor's),Русский;English,university,2015,2018,1
5236,12.5.1994,Full-time,0.0,Student (Bachelor's),Русский,work,False,False,1
5237,23.2,Part-time,1.0,PhD,अवधी;Akkadītum;Tamazight;Русский,university,2008,2008,0
5238,3.3,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,1
5239,27.8,Full-time,4.0,Student (Specialist),Адыгабзэ,university,False,False,1
5240,26.5,Full-time,1.0,Alumnus (Specialist),Русский;English;Български,university,False,False,1
5241,,Distance Learning,0.0,Student (Specialist),Русский,work,2014,False,0
5242,29.5,Full-time,4.0,Student (Specialist),Русский;Татарча,university,False,False,1
5243,21.3.1987,Full-time,4.0,Alumnus (Specialist),Русский,work,False,False,1
5244,1.1,Full-time,1.0,PhD,Русский,university,2014,2014,1
5245,11.7.1990,Distance Learning,4.0,Alumnus (Specialist),Русский,work,2008,False,0
5246,24.1.1987,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,0
5247,22.7.1980,Full-time,4.0,Alumnus (Specialist),False,work,2020,False,0
5248,9.2,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
5249,8.5.1992,,4.0,Alumnus (Bachelor's),Русский;English;Español,work,2015,False,1
5250,18.12,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
5251,28.12.1985,Full-time,4.0,Alumnus (Specialist),False,university,False,False,0
5252,,Full-time,0.0,Alumnus (Specialist),False,university,False,False,0
5253,4.1,Full-time,4.0,Alumnus (Specialist),Русский,work,2001,False,0
5254,11.2.1993,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
5255,15.7.1929,Full-time,8.0,Student (Bachelor's),Русский;Deutsch;English;Français;Беларуская,university,False,False,1
5256,25.4.1988,Full-time,0.0,Student (Specialist),False,university,False,False,0
5257,6.8.1986,Distance Learning,6.0,Student (Bachelor's),Русский,university,2005,2008,0
5258,16.5.1993,Full-time,4.0,Alumnus (Bachelor's),False,university,False,False,1
5259,29.9,Full-time,4.0,Alumnus (Specialist),Русский,work,False,False,0
5260,27.1,Full-time,0.0,Student (Specialist),False,university,False,False,1
5261,,Full-time,0.0,Alumnus (Bachelor's),Русский;English;Қазақша,work,2008,False,1
5262,1.5.1991,Full-time,1.0,Student (Bachelor's),Русский,work,2009,False,0
5263,16.8.1990,Full-time,0.0,Student (Bachelor's),Українська,university,2012,2014,0
5264,23.12,Distance Learning,4.0,Alumnus (Specialist),False,university,False,False,0
5265,,Distance Learning,0.0,Student (Specialist),Русский,university,False,False,0
5266,30.9,Full-time,4.0,Alumnus (Specialist),Русский,work,2014,2014,1
5267,2.4.1986,Full-time,0.0,Alumnus (Specialist),False,work,2019,False,1
5268,8.8,Full-time,4.0,Alumnus (Specialist),Русский;English;Deutsch;Español,work,2007,False,1
5269,30.12,Part-time,2.0,Alumnus (Specialist),False,work,2008,False,1
5270,14.9.1991,Full-time,0.0,Student (Specialist),Русский,university,2015,2020,0
5271,18.10.1904,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
5272,30.1.1983,Full-time,4.0,Alumnus (Specialist),False,work,2008,False,0
5273,,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
5274,16.1,Distance Learning,4.0,Student (Specialist),Русский,work,False,False,0
5275,8.8,Full-time,0.0,Student (Bachelor's),English;Русский;Español;日本語,work,2014,2014,1
5276,,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
5277,20.8,Full-time,0.0,Alumnus (Specialist),Русский;English;Deutsch;Français;Lingua Latina;Dansk,work,2010,False,1
5278,27.9,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
5279,20.5,Full-time,4.0,Student (Specialist),False,work,2012,False,1
5280,24.8,Full-time,2.0,Alumnus (Specialist),Русский;English;Türkçe,university,2013,2020,1
5281,22.2.1987,Distance Learning,0.0,Student (Bachelor's),Русский,work,2006,False,0
5282,25.10.1933,Full-time,7.0,Student (Specialist),Русский,university,False,False,1
5283,2.7,,0.0,Student (Bachelor's),Русский;English,university,False,False,1
5284,,Full-time,0.0,Student (Specialist),False,university,False,False,0
5285,18.4,Full-time,0.0,Student (Specialist),Русский;English,university,False,False,1
5286,24.7.1986,Full-time,4.0,Alumnus (Bachelor's),Русский,university,False,False,0
5287,12.1.1988,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
5288,,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
5289,26.12,Full-time,4.0,Alumnus (Specialist),False,university,False,False,0
5290,10.4.1983,Full-time,4.0,Alumnus (Specialist),False,work,2004,False,0
5291,3.3.1988,Full-time,0.0,Student (Specialist),Русский,work,2009,False,0
5292,8.1.1992,Full-time,0.0,Alumnus (Bachelor's),Русский,university,1998,2009,0
5293,12.6.1987,Distance Learning,1.0,Student (Master's),Русский;العربية;Ελληνικά;汉语;조선어;한국어;Español;Eesti,university,2007,2015,1
5294,13.6.1982,Full-time,4.0,Alumnus (Specialist),Русский,work,2008,False,1
5295,12.2.1989,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
5296,24.6.1989,Full-time,1.0,Alumnus (Specialist),False,university,False,False,0
